date;plant-stand;precip;temp;hail;crop-hist;area-damaged;severity;seed-tmt;germination;plant-growth;leaves;leafspots-halo;leafspots-marg;leafspot-size;leaf-shread;leaf-malf;leaf-mild;stem;lodging;stem-cankers;canker-lesion;fruiting-bodies;external-decay;mycelium;int-discolor;sclerotia;fruit-pods;fruit-spots;seed;mold-growth;seed-discolor;seed-size;shriveling;roots;class
may;normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;lt-normal;gt-norm;lt-norm;yes;same-lst-two-yrs;whole-field;severe;other;90-100;abnorm;norm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;brown;absent;firm-and-dry;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;rhizoctonia-root-rot
july;lt-normal;norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;firm-and-dry;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;phytophthora-rot
september;normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;minor;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;fungicide;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
september;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;80-89;norm;abnorm;absent;dna;dna;absent;present;absent;abnorm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;2-4-d-injury
june;normal;lt-norm;norm;no;diff-lst-year;scattered;pot-severe;fungicide;90-100;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
june;normal;gt-norm;norm;yes;same-lst-yr;low-areas;minor;fungicide;90-100;norm;norm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;diseased;absent;abnorm;present;absent;lt-norm;absent;norm;anthracnose
april;lt-normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;dna;present;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
july;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;lt-80;norm;norm;yellow-halos;dna;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;fungicide;90-100;norm;norm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;diseased;brown-w/blk-specks;abnorm;absent;present;lt-norm;present;norm;anthracnose
september;lt-normal;gt-norm;norm;no;same-lst-sev-yrs;low-areas;minor;fungicide;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;tan;absent;absent;absent;none;absent;diseased;distort;abnorm;present;present;lt-norm;present;galls-cysts;frog-eye-leaf-spot
july;normal;norm;norm;no;same-lst-yr;low-areas;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
august;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
may;lt-normal;norm;norm;no;same-lst-two-yrs;whole-field;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
september;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;upper-areas;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;upper-areas;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
october;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;low-areas;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
july;normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
may;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;norm;brown-spot
august;normal;norm;gt-norm;no;same-lst-sev-yrs;scattered;severe;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
october;normal;gt-norm;norm;no;same-lst-yr;scattered;pot-severe;fungicide;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;norm;yes;above-sec-nde;tan;absent;absent;absent;none;absent;norm;dna;abnorm;present;present;norm;absent;norm;diaporthe-stem-canker
august;normal;norm;gt-norm;yes;diff-lst-year;whole-field;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;norm;gt-norm;yes;same-lst-yr;low-areas;severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
october;normal;gt-norm;gt-norm;no;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;norm;no-yellow-halos;w-s-marg;dna;absent;absent;absent;abnorm;no;absent;dna;present;absent;absent;none;absent;few-present;dna;norm;present;present;lt-norm;present;galls-cysts;diaporthe-pod-&-stem-blight
september;lt-normal;norm;gt-norm;yes;diff-lst-year;scattered;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;few-present;absent;abnorm;absent;absent;lt-norm;absent;galls-cysts;cyst-nematode
september;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;pot-severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;below-soil;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
july;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;brown-spot
september;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
april;lt-normal;gt-norm;lt-norm;yes;same-lst-sev-yrs;low-areas;severe;fungicide;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;dna;absent;firm-and-dry;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;phytophthora-rot
may;normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;normal;gt-norm;lt-norm;yes;same-lst-yr;low-areas;severe;other;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
may;lt-normal;gt-norm;norm;no;same-lst-two-yrs;low-areas;pot-severe;none;80-89;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;present;absent;abnorm;no;above-soil;tan;absent;firm-and-dry;absent;none;absent;norm;colored;norm;absent;absent;norm;absent;rotted;phytophthora-rot
april;lt-normal;norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
may;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;lt-normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;present;norm;absent;rotted;phytophthora-rot
september;normal;lt-norm;norm;yes;same-lst-yr;upper-areas;pot-severe;fungicide;80-89;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;distort;norm;present;present;lt-norm;absent;norm;brown-stem-rot
september;lt-normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;minor;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;gt-norm;norm;no;same-lst-yr;scattered;severe;none;80-89;abnorm;abnorm;yellow-halos;dna;lt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;norm;diaporthe-stem-canker
may;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;minor;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
september;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
april;lt-normal;norm;lt-norm;yes;same-lst-yr;low-areas;minor;fungicide;80-89;abnorm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;below-soil;brown;absent;firm-and-dry;absent;none;absent;few-present;dna;norm;absent;absent;norm;absent;rotted;rhizoctonia-root-rot
september;lt-normal;gt-norm;norm;yes;same-lst-yr;scattered;minor;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
june;lt-normal;lt-norm;norm;yes;same-lst-yr;upper-areas;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;no-w-s-marg;gt-1/8;absent;present;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
june;lt-normal;gt-norm;norm;no;same-lst-sev-yrs;low-areas;severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
may;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
may;lt-normal;lt-norm;gt-norm;no;diff-lst-year;low-areas;pot-severe;other;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;phytophthora-rot
august;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;low-areas;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;lt-normal;lt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;lt-80;norm;abnorm;yellow-halos;dna;dna;absent;absent;upper-surf;abnorm;yes;above-soil;dna;absent;absent;absent;none;absent;diseased;absent;norm;absent;absent;norm;absent;rotted;powdery-mildew
october;lt-normal;gt-norm;lt-norm;yes;same-lst-two-yrs;upper-areas;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;dna;lt-1/8;absent;present;lower-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;dna;absent;abnorm;present;absent;norm;absent;norm;downy-mildew
september;normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;above-sec-nde;dna;absent;watery;absent;none;absent;diseased;distort;norm;absent;absent;norm;absent;rotted;alternarialeaf-spot
october;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;low-areas;minor;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
october;normal;norm;norm;no;same-lst-yr;low-areas;pot-severe;none;lt-80;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
october;lt-normal;norm;norm;yes;same-lst-two-yrs;upper-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
july;normal;gt-norm;lt-norm;no;same-lst-yr;whole-field;pot-severe;fungicide;lt-80;abnorm;abnorm;no-yellow-halos;no-w-s-marg;lt-1/8;present;present;absent;norm;no;below-soil;dna;present;watery;absent;black;absent;few-present;colored;norm;absent;absent;norm;absent;galls-cysts;herbicide-injury
july;normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;few-present;colored;abnorm;absent;absent;lt-norm;absent;galls-cysts;cyst-nematode
august;normal;lt-norm;gt-norm;no;same-lst-two-yrs;upper-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;lt-1/8;absent;absent;absent;abnorm;no;absent;brown;absent;watery;absent;black;present;diseased;dna;abnorm;present;present;norm;absent;norm;charcoal-rot
july;normal;norm;norm;no;same-lst-sev-yrs;scattered;minor;fungicide;80-89;norm;abnorm;yellow-halos;no-w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;present;norm;absent;norm;bacterial-pustule
april;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;scattered;pot-severe;none;80-89;norm;norm;absent;w-s-marg;dna;absent;present;absent;abnorm;no;below-soil;dna;absent;absent;absent;none;present;diseased;brown-w/blk-specks;norm;absent;absent;norm;present;galls-cysts;herbicide-injury
july;lt-normal;gt-norm;norm;yes;diff-lst-year;low-areas;pot-severe;other;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;phytophthora-rot
september;lt-normal;norm;norm;no;same-lst-sev-yrs;scattered;pot-severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
september;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;upper-areas;pot-severe;other;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
may;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;lt-normal;norm;norm;yes;same-lst-two-yrs;low-areas;minor;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;lt-normal;norm;gt-norm;no;diff-lst-year;upper-areas;minor;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
july;normal;gt-norm;norm;yes;diff-lst-year;upper-areas;minor;none;90-100;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
june;lt-normal;norm;gt-norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;few-present;dna;norm;absent;absent;norm;absent;rotted;phytophthora-rot
september;lt-normal;gt-norm;gt-norm;no;same-lst-two-yrs;upper-areas;minor;fungicide;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;above-sec-nde;tan;absent;watery;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;galls-cysts;anthracnose
august;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;minor;fungicide;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
